"","P_MASS_EST","P_RADIUS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_DISTANCE","P_PERIASTRON","P_APASTRON","P_FLUX","P_TEMP_EQUIL","P_TYPE","S_TEMPERATURE","S_RADIUS_EST","S_TYPE_TEMP","S_LUMINOSITY","S_HZ_MIN","S_HZ_MAX","P_HABITABLE"
"4 UMa b",2.1908177970538,1.39969303606082,0.940760534432857,1.43150698796954,1.00438129484766,0.531620588638659,1.20049347461835,0.463273676180505,0.405210050276784,"Jovian",-1.20738114364995,5.2060655910844,"K",4.872853155336,5.30968287333707,5.32230130436574,"non-habitable"
"42 Dra b",1.907891529967,1.46549232395362,1.32901448344549,1.74886335168399,1.3722395080128,0.960947585088647,1.55866548511977,0.247081662154218,0.243840794565411,"Jovian",-1.51733260700938,6.43487942634834,"K",5.11099477642616,5.95682894858292,6.03676272301471,"non-habitable"
"47 UMa b",1.70775398796781,1.51312482136496,2.18312823917846,2.19622764714247,2.11146499368986,2.54365941423075,1.95805485137228,-1.80669195746752,-1.85879736243647,"Jovian",0.584394003923803,-0.0853572505623736,"G",0.180973979112227,-0.0122349512438004,-0.0227237475690058,"non-habitable"
"47 UMa c",0.986332339858905,1.69281727214003,3.15313981762125,2.63602327943056,3.06262163024062,3.50082922804677,2.94333940806526,-1.89961894468462,-2.26933487259085,"Jovian",0.584394003923803,-0.0853572505623736,"G",0.180973979112227,-0.0122349512438004,-0.0227237475690058,"non-habitable"
"47 UMa d",1.50496207667375,1.56233888089349,5.62979655118696,3.6122649086269,5.48939874589342,6.13861676619349,5.30384436416676,-1.95036336239106,-3.1574910533287,"Jovian",0.584394003923803,-0.0853572505623736,"G",0.180973979112227,-0.0122349512438004,-0.0227237475690058,"non-habitable"
"51 Peg b",0.923667063751259,1.70906294517018,-0.471486943154557,-0.747856943182056,-0.470107253122966,-0.465576267421267,-0.467861476300371,1.01258942756141,0.907479279444439,"Jovian",0.479182381623122,-0.0947614380771487,"G",0.0922228749676037,-0.0467674636886027,-0.0538258734914912,"non-habitable"
"55 Cnc b",1.18711023139706,1.64148543925199,-0.329668211248478,-0.142377876392967,-0.332243127791537,-0.300731966873479,-0.341368532924698,-0.157128925682746,-0.0425232909518,"Jovian",-0.196100835591438,-0.176264396538533,"G",-0.459610314685298,-0.26935791543883,-0.257170789880031,"non-habitable"
"55 Cnc c",0.45449120678781,0.603830481615007,-0.0662760088084953,0.446153836191231,-0.0760879988502588,-0.00623314851051705,-0.0974356401067918,-0.823371898892362,-0.606860203052392,"Jovian",-0.196100835591438,-0.176264396538533,"G",-0.459610314685298,-0.26935791543883,-0.257170789880031,"non-habitable"
"55 Cnc d",1.90765014950751,1.46554898096552,4.00407489338075,3.02377508835909,3.88128234369927,4.66553776182436,3.57857930517998,-1.94720786578179,-2.98466106744835,"Jovian",-0.196100835591438,-0.176264396538533,"G",-0.459610314685298,-0.26935791543883,-0.257170789880031,"non-habitable"
"55 Cnc e",-0.393483909677082,-0.67387528520841,-0.560059688216515,-1.35701561867164,-0.556225676548762,-0.566147388593006,-0.548708237206938,1.73809413121193,1.4926873449343,"Superterran",-0.196100835591438,-0.176264396538533,"G",-0.459610314685298,-0.26935791543883,-0.257170789880031,"non-habitable"
"55 Cnc f",0.364837570748074,0.425001692539436,0.830547462941173,1.41638202454827,0.844175907874684,0.631608140600199,0.976020669603451,-1.63330596818905,-1.51774837439952,"Neptunian",-0.196100835591438,-0.176264396538533,"G",-0.459610314685298,-0.26935791543883,-0.257170789880031,"non-habitable"
"6 Lyn b",1.60010880144,1.53912729592916,2.19104411493004,2.11727131981988,2.1226476945644,2.47073080977699,2.02441856843528,-1.27083697489797,-1.0339357130891,"Jovian",-0.512305375935572,1.15913023055953,"K",2.38744408537395,1.42328863529203,1.3969623791516,"non-habitable"
"61 Vir b",-0.580940729403266,-0.635111002413764,-0.47732862400874,-0.749526571352626,-0.474974256297412,-0.486831127691144,-0.461928106280055,0.778984106175599,0.714717205617317,"Superterran",0.243248499395853,-0.169994938195349,"G",-0.295274196668331,-0.205993110010851,-0.201867234625366,"non-habitable"
"61 Vir c",-0.04465816829462,-0.181656240265362,-0.114010113995086,0.362294650568262,-0.118407224529408,-0.122343907323475,-0.0943494512501909,-0.584435695202374,-0.405192829647243,"Neptunian",0.243248499395853,-0.169994938195349,"G",-0.295274196668331,-0.205993110010851,-0.201867234625366,"non-habitable"
