"","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","P_TYPE","S_RADIUS_EST","S_TYPE_TEMP","P_HABITABLE"
"Kepler-307 b.1",-0.384867686990821,-0.316469606001299,0.0780288558773952,"Superterran",-0.217015875769225,"G","non-habitable"
"Kepler-324 c",-0.0296750718374951,0.529417738436541,-0.749898552214833,"Neptunian",-0.20761168825445,"K","non-habitable"
"GJ 3293 e",-0.403829390920212,-0.194036318314386,-1.05758996230841,"Terran",-0.345539771804484,"M","non-habitable"
"Kepler-175 c",-0.123111500929363,0.302771854594722,-0.220831540763996,"Neptunian",-0.154321292337391,"F","non-habitable"
"GJ 667 C f",-0.241411248269471,0.37634282856475,-1.54069355199252,"Terran",-0.336356259819201,"M","habitable"
"Kepler-1403 b",-0.45272297403845,-0.654401287018506,0.835018874509423,"Superterran",-0.110435083935107,"F","non-habitable"
"K2-281 b",-0.414710914937503,-0.407388720957179,-0.0172570913908306,"Jovian",-0.232689521627183,"K","non-habitable"
"Kepler-1611 b",-0.460645129997921,-0.656069538852574,0.597756389153816,"Terran",-0.179399125710124,"G","non-habitable"
"Kepler-407 c.1",3.39223518194012,2.76132559734368,-2.62223041268802,"Jovian",-0.154321292337391,"G","non-habitable"
"Kepler-260 b.3",-0.419964011562993,-0.436682645172983,0.233204572795243,"Superterran",-0.201342229911266,"K","non-habitable"
"Kepler-100 c.3",-0.341351173421891,-0.211293754776958,0.519595931268382,"Superterran",-0.00385429210098964,"G","non-habitable"
"Kepler-900 b",-0.440965597849572,-0.513736207209231,0.0819395149603093,"Superterran",-0.242093709141958,"K","non-habitable"
"HATS-51 b",-0.486264063198244,-0.849862570988215,1.12423558416138,"Jovian",-0.0195279379589481,"G","non-habitable"
"HD 37605 c",3.22682902444117,2.70721614834431,-2.67851923773049,"Jovian",-0.185668584053308,"K","non-habitable"
"Kepler-316 b.4",-0.532236726513237,-1.01238297942815,0.289835603482651,"Terran",-0.307923021745384,"K","non-habitable"
"Kepler-1521 b",-0.0728907876503993,0.478411189482169,-0.804231454402589,"Superterran",-0.232689521627183,"K","non-habitable"
"30 Ari B b.1",1.09363118167646,1.55187080386282,-1.08075827963863,"Jovian",-0.0289321254737232,"F","non-habitable"
"Kepler-397 c",0.365872023047389,1.05406898983142,-1.25081705252392,"Jovian",-0.229554792455591,"G","non-habitable"
"Kepler-521 b",-0.210914883664862,0.0752478175502882,0.314467749254207,"Neptunian",-0.0132584796157647,"F","non-habitable"
"Kepler-82 e",-0.447555066082038,-0.594676252867621,0.485197134548815,"Superterran",-0.176264396538533,"G","non-habitable"
"WASP-4 b.1",-0.542589870950804,-1.19266430937517,1.25243926588864,"Jovian",-0.188803313224899,"G","non-habitable"
"K2-126 b",-0.441550664927587,-0.487126237253738,-0.16928760561504,"Superterran",-0.267171542514692,"K","non-habitable"
"Kepler-1637 b",-0.441033810795176,-0.57832103541327,0.612441418551407,"Terran",-0.151186563165799,"G","non-habitable"
"Kepler-783 b",-0.476756959571273,-0.741361881164079,0.639142879061794,"Subterran",-0.191938042396491,"G","non-habitable"
"WASP-92 b",-0.513639836056226,-1.02372188410204,1.43220893627989,"Jovian",-0.050875229674865,"F","non-habitable"
"47 UMa b",2.18312823917846,2.19622764714247,-1.85879736243647,"Jovian",-0.0853572505623736,"G","non-habitable"
"Kepler-1269 b",-0.097679619273832,0.352469596432083,-0.182377987957718,"Superterran",-0.110435083935107,"G","non-habitable"
"KOI-3680 b",0.453954025850036,1.07683711092445,-1.04588191606152,"Jovian",-0.169994938195349,"G","non-habitable"
"HD 111998 b",1.95045272810765,2.04921966325226,-1.46181438307297,"Jovian",-0.0163932087873564,"F","non-habitable"
"Kepler-619 c",-0.542198791029163,-1.22420677512285,1.53508804362802,"Superterran",-0.122974000621474,"G","non-habitable"
"Kepler-892 b",-0.358901584417048,-0.17507250654741,-0.291239874277106,"Neptunian",-0.24522843831355,"K","non-habitable"
"Kepler-233 b",-0.415395465087136,-0.419806932933761,0.150391119362144,"Superterran",-0.232689521627183,"G","non-habitable"
"Kepler-336 d",-0.24566731391539,0.0375883529428692,0.169030849074146,"Superterran",-0.0634141463612317,"G","non-habitable"
"204",-0.233625320516091,0.386095218535709,-1.5412086547141,"Superterran",-0.335096470992999,"M","habitable"
"HD 156411 b",2.00219942458614,2.0600035383288,-1.34837395241357,"Jovian",0.206172562395654,"F","non-habitable"
"Kepler-1468 c.1",-0.486960172368878,-0.825429048882321,0.933956155015636,"Terran",-0.141782375651024,"G","non-habitable"
"Kepler-52 d",-0.186742775874428,0.339521812026144,-1.0883222955045,"Superterran",-0.295384105059017,"M","non-habitable"
"K2-237 b.1",-0.512452513055325,-1.02269901417787,1.39909152496366,"Jovian",-0.0383363129884983,"F","non-habitable"
"HD 125612 c",-0.472187492481336,-0.755904399989988,0.822229460925715,"Neptunian",-0.141782375651024,"G","non-habitable"
"K2-157 b",-0.573764481665037,-1.48990606354418,1.86476505896267,"Terran",-0.195072771568083,"G","non-habitable"
"Kepler-549 c",0.313225915323422,0.973807008107818,-1.11786509220611,"Neptunian",-0.20761168825445,"G","non-habitable"
"Kepler-224 b.1",-0.506050861146093,-0.877998912683683,0.504048038438531,"Terran",-0.257767354999917,"K","non-habitable"
"Kepler-99 b",-0.477669918328213,-0.709824517238575,0.274236304543702,"Superterran",-0.242093709141958,"K","non-habitable"
"WASP-80 b",-0.514590107591885,-0.886766139290006,0.178996380091952,"Jovian",-0.285979917544242,"K","non-habitable"
"K2-188 c",-0.411974619306864,-0.459839158446602,0.644487481119724,"Neptunian",-0.0978961672487404,"G","non-habitable"
"WASP-167 b",-0.509605275787762,-1.05095696096,1.78289984726022,"Jovian",0.0901875830467611,"F","non-habitable"
"133",0.200370569720408,0.934482475593904,-1.74806779173981,"Superterran",-0.299719315290572,"M","habitable"
"Kepler-559 b",-0.296153794758833,-0.0474008249414327,-0.0072049141683933,"Neptunian",-0.173129667366941,"G","non-habitable"
"GJ 9827 c.1",-0.502690744940019,-0.813103813042304,0.146194764629199,"Terran",-0.279710459201058,"K","non-habitable"
"Kepler-616 b.1",-0.385465371353637,-0.337328401296244,0.323969034623304,"Superterran",-0.166860209023758,"G","non-habitable"
"Kepler-522 b.1",-0.033575715017026,0.370211568944936,0.227156262542148,"Jovian",0.149747437307003,"F","non-habitable"
"Kepler-603 c",0.396183645360971,1.02245934558362,-0.93511483216396,"Jovian",-0.154321292337391,"G","non-habitable"
"Kepler-332 c.2",-0.332373916631731,-0.0968635051007868,-0.310358467075496,"Terran",-0.24522843831355,"K","non-habitable"
"Kepler-308 c.1",-0.312596522781229,-0.117167750357334,0.100354188963531,"Superterran",-0.176264396538533,"G","non-habitable"
"GJ 1214 b",-0.563281069578997,-1.1382201535882,-0.373407879360115,"Neptunian",-0.401964896893134,"M","non-habitable"
"24 Sex b",1.48448370017786,1.71774001501521,-0.680675565371608,"Jovian",1.06508835541178,"K","non-habitable"
"K2-86 b",-0.415395465087136,-0.402330519252912,0.184759015623602,"Superterran",-0.232689521627183,"G","non-habitable"
"Kepler-1503 b",0.187578860607811,0.866320156020462,-1.1658394319308,"Superterran",-0.238958979970366,"K","non-habitable"
"Kepler-1074 b",-0.468076102197052,-0.591208748125519,-0.246708545014627,"Terran",-0.292249375887425,"K","non-habitable"
"HD 34445 g",4.3083510671547,3.11582482022793,-2.61644180568683,"Jovian",-0.0383363129884983,"G","non-habitable"
"Kepler-1050 c",-0.245886637067233,0.0489304615781484,0.0993113136035075,"Terran",-0.116704542278291,"F","non-habitable"
"Kepler-219 d.1",-0.00637748227354062,0.487009304055422,-0.182318731474475,"Neptunian",-0.00385429210098964,"G","non-habitable"
"Kepler-90 d.2",0.0846654184181722,0.606720902252989,-0.395889709279061,"Neptunian",-0.0947614380771487,"G","non-habitable"
"K2-278 b.2",-0.480609695912538,-0.851631664069178,1.42373322517601,"Neptunian",0.0337624579581107,"F","non-habitable"
"Kepler-1428 b",-0.356755617234165,-0.304257695091674,0.590988640711598,"Superterran",-0.0446057713316816,"F","non-habitable"
"Kepler-226 d.1",-0.417678676859652,-0.44141436076344,0.258499687636499,"Terran",-0.220150604940816,"G","non-habitable"
"Kepler-180 c.1",-0.0909029837335416,0.414467305619104,-0.325441935468482,"Neptunian",-0.138647646479432,"G","non-habitable"
"Kepler-130 b",-0.410835394583633,-0.420678005461063,0.576167985982967,"Terran",-0.116704542278291,"G","non-habitable"
"HAT-P-24 b",-0.480834463226055,-0.84905400136255,1.21984075481502,"Jovian",-0.0383363129884983,"F","non-habitable"
"Kepler-304 c.1",-0.468453534609585,-0.643712866361944,0.1569113898663,"Superterran",-0.254632625828325,"K","non-habitable"
"Kepler-295 d",-0.166036020747103,0.300382504026231,-0.350303546465901,"Terran",-0.188803313224899,"G","non-habitable"
"Kepler-472 b.3",-0.482329766541998,-0.75364621811767,0.422651166829514,"Neptunian",-0.226420063284,"K","non-habitable"
"Kepler-950 b",0.265366044911067,0.880620605809866,-0.785605877001099,"Jovian",-0.151186563165799,"G","non-habitable"
"81",-0.0912748730636781,0.547638919644526,-1.41813862845235,"Terran",-0.298252079208181,"M","habitable"
"HD 134987 c",4.11384124365805,3.0434529968905,-2.67860128347712,"Jovian",-0.0884919797339653,"G","non-habitable"
"HD 68988 b.1",-0.431422667731135,-0.5654561355056,0.719098476916874,"Jovian",-0.0978961672487404,"G","non-habitable"
"Kepler-968 c.1",-0.461376092812201,-0.610327356174856,0.0825476945397954,"Superterran",-0.251497896656733,"K","non-habitable"
"Kepler-492 b.1",-0.365929253912996,-0.256944651126659,0.143700416461137,"Jovian",-0.185668584053308,"G","non-habitable"
"HIP 57274 d",1.11821015946631,1.69143723360108,-2.06202935560911,"Jovian",-0.226420063284,"K","non-habitable"
"Kepler-224 b",-0.506050861146093,-0.877998912683683,0.504048038438531,"Terran",-0.257767354999917,"K","non-habitable"
"HD 177830 b.1",1.27224805040834,1.66314776157246,-0.932462512896891,"Jovian",0.55099277127074,"K","non-habitable"
"K2-187 c.1",-0.503211025710165,-0.914019797790273,0.846844892206152,"Superterran",-0.182533854881716,"G","non-habitable"
"HD 114386 b",1.87073080023255,2.11927591652258,-2.38259756247437,"Jovian",-0.232689521627183,"K","non-habitable"
"K2-256 b.3",-0.459608053212895,-0.626137672679407,0.348521487616866,"Neptunian",-0.226420063284,"K","non-habitable"
"Kepler-820 b",0.450741128344803,1.02214310940119,-0.643695974336898,"Jovian",-0.0446057713316816,"F","non-habitable"
"Kepler-148 b.2",-0.529844631632094,-1.10721542807723,0.983193140438672,"Superterran",-0.204476959082858,"K","non-habitable"
"Kepler-1201 b.1",-0.30665638764163,-0.123784691801918,0.366527814807319,"Superterran",-0.0822225213907819,"F","non-habitable"
"Kepler-584 b.1",-0.106218197695596,0.320549435434415,-0.0610102032539246,"Neptunian",-0.0822225213907819,"F","non-habitable"
"WASP-114 b",-0.528625559080203,-1.145033757741,1.54913964119783,"Jovian",-0.0226626671305398,"G","non-habitable"
"HAT-P-66 b",-0.492755623356834,-0.899927368802009,1.44818274892764,"Jovian",0.118400145591086,"G","non-habitable"
"Kepler-1595 b.1",-0.47593890402268,-0.713759834521385,0.461826488501112,"Terran",-0.220150604940816,"K","non-habitable"
"HATS-62 b",-0.497470388997634,-0.859083613152342,0.781410196488235,"Jovian",-0.179399125710124,"G","non-habitable"
"Kepler-132 d",-0.28430722877058,-0.0349791464847129,0.224983306512035,"Superterran",-0.101030896420332,"F","non-habitable"
"22",0.0913623079773123,0.798493265905096,-1.51089942112265,"Terran",-0.295528954330141,"K","habitable"
"HD 32518 b",0.542081986332485,1.1367655917324,0.339699959656309,"Jovian",2.73276427469856,"K","non-habitable"
"Kepler-68 b",-0.450377230521112,-0.636512943092495,0.811109429403156,"Superterran",-0.0822225213907819,"G","non-habitable"
"HD 33844 b",1.75081056343446,1.8263586991707,-0.821227336672771,"Jovian",1.21869008481977,"K","non-habitable"
"11 Com b",1.43875937754207,1.53675775462196,0.263783777676541,"Jovian",5.48505648735606,"K","non-habitable"
"Kepler-844 b.1",-0.522365037836388,-0.952269588767586,0.223317121684331,"Superterran",-0.292249375887425,"K","non-habitable"
"Kepler-991 b",0.0839921471390853,0.782788898255792,-1.40685641427832,"Neptunian",-0.279710459201058,"K","non-habitable"
"179",0.37100419476414,1.17462659594638,-1.51080100919584,"Superterran",-0.250837638048118,"M","habitable"
"Kepler-80 d.1",-0.507945909271095,-0.886173295179568,0.367399794937617,"Superterran",-0.257767354999917,"K","non-habitable"
"K2-183 b",-0.569534230177247,-1.44934456688042,1.83179024862002,"Neptunian",-0.166860209023758,"G","non-habitable"
"Kepler-931 b.1",-0.420740004742501,-0.445766862763842,0.188311468889706,"Terran",-0.217015875769225,"K","non-habitable"
"Kepler-1343 b.1",-0.494052097897331,-0.849486509609295,0.857764798911307,"Superterran",-0.179399125710124,"G","non-habitable"
"Kepler-110 c.1",-0.153695188312436,0.264998553689219,-0.0924174479781452,"Superterran",-0.110435083935107,"G","non-habitable"
"Kepler-328 b",-0.117464409307151,0.316564752441324,-0.276590735398802,"Neptunian",-0.157456021508982,"G","non-habitable"
"Kepler-220 c",-0.417678676859652,-0.387975969828628,-0.158725819081387,"Superterran",-0.260902084171508,"K","non-habitable"
"Kepler-111 c",0.793148777471731,1.33209469166933,-1.11490810695827,"Jovian",-0.107300354763515,"G","non-habitable"
"K2-231 b",-0.334196753192598,-0.171720068246242,0.119293991831098,"Superterran",-0.173129667366941,"G","non-habitable"
"Kepler-1052 b",-0.127489588656936,0.315530724735823,-0.243050092997064,"Neptunian",-0.148051833994207,"G","non-habitable"
"Kepler-28 b",-0.449868362531735,-0.593868936145988,0.0162229045450719,"Jovian",-0.251497896656733,"M","non-habitable"
"Kepler-1398 b.1",-0.500440567093993,-0.926119609002594,1.1836363177393,"Terran",-0.101030896420332,"F","non-habitable"
"Kepler-31 c",-0.0296750718374951,0.423994734967399,-0.160893385427052,"Jovian",-0.0884919797339653,"F","non-habitable"
"HD 11506 c.1",0.81122659862946,1.32872106914822,-1.00159766091565,"Jovian",-0.050875229674865,"G","non-habitable"
"Kepler-1189 b.1",-0.479591809314882,-0.796651518633278,0.990256276925767,"Superterran",-0.107300354763515,"F","non-habitable"
"Kepler-548 b",-0.473815623288835,-0.724751899611897,0.632734614979817,"Jovian",-0.188803313224899,"G","non-habitable"
"Kepler-522 b",-0.033575715017026,0.370211568944936,0.227156262542148,"Jovian",0.149747437307003,"F","non-habitable"
"Kepler-1608 b",-0.329959940148467,-0.0815423180627384,-0.30629649543056,"Superterran",-0.24522843831355,"K","non-habitable"
"Kepler-254 b.4",-0.445243944805629,-0.600756000610809,0.590448066055642,"Neptunian",-0.185668584053308,"G","non-habitable"
"K2-179 b",-0.466652377113848,-0.656432084572518,0.318853883928022,"Neptunian",-0.229554792455591,"K","non-habitable"
"KELT-6 c",2.40293082279863,2.2893023007348,-1.6485091878606,"Jovian",0.0713792080172109,"F","non-habitable"
"K2-288 B b",-0.224460303177602,0.259461441567568,-1.80641359303397,"Superterran",-0.370617605177217,"M","habitable"
"nu Oph b",2.01920902393462,1.80486433342995,-0.144830033983334,"Jovian",4.2625121104353,"K","non-habitable"
"KPS-1 b.1",-0.532476064095233,-1.11190580996388,1.03458996215838,"Jovian",-0.185668584053308,"K","non-habitable"
"Kepler-218 c",-0.0531956082287934,0.449574289598587,-0.448499209481733,"Neptunian",-0.138647646479432,"G","non-habitable"
"HD 20781 c",-0.362564985566662,-0.16991408520435,0.0493649620013604,"Superterran",-0.187627391674948,"K","non-habitable"
"Kepler-1440 b.1",-0.0953454144202687,0.387728482531663,-0.40244054114855,"Terran",-0.169994938195349,"G","non-habitable"
"Kepler-85 e.1",-0.226572789166145,0.142588072812268,-0.280052186270649,"Terran",-0.191938042396491,"G","non-habitable"
"TRAPPIST-1 f",-0.508182893053409,-0.378560038121496,-1.82800854311609,"Terran",-0.433312188609051,"M","habitable"
"Kepler-1557 b",-0.480573627155957,-0.802247892381121,1.02529597437501,"Superterran",-0.104165625591924,"F","non-habitable"
"K2-68 b.1",-0.429585689098266,-0.444745686326669,-0.0561986731507011,"Superterran",-0.257767354999917,"K","non-habitable"
"CoRoT-24 b",-0.463794050187854,-0.661719385620814,0.366420642275653,"Neptunian",-0.201342229911266,"K","non-habitable"
"Kepler-940 b",0.0388101616803719,0.605681708673732,-0.585755173510916,"Neptunian",-0.169994938195349,"G","non-habitable"
"K2-17 b",-0.321366834660812,-0.0362205117407974,-0.618779736701066,"Superterran",-0.2640368133431,"K","non-habitable"
"Kepler-730 c.1",-0.501390524640289,-0.91690342564847,1.19560274451048,"Superterran",-0.0289321254737232,"G","non-habitable"
"232",-0.323386404324158,0.0749093528227959,-1.75705247539285,"Terran",-0.376268499510066,"M","habitable"
"K2-125 b",-0.316977766893843,0.064239885805382,-1.26901495248376,"Superterran",-0.345539771804484,"M","non-habitable"
"Pr0211 c.2",4.00294075017996,3.02662949710544,-3.10443267826809,"Jovian",-0.210746417426041,"G","non-habitable"
"KELT-16 b",-0.547986863501574,-1.28761286011939,1.83940853563289,"Jovian",-0.0446057713316816,"F","non-habitable"
"HATS-14 b",-0.505695702226847,-0.929248228659576,0.834970621073284,"Jovian",-0.179399125710124,"G","non-habitable"
"Kepler-1497 b.1",-0.404214064007614,-0.404302237303916,0.360783473157426,"Superterran",-0.173129667366941,"G","non-habitable"
"WASP-144 b",-0.521252315378357,-1.00597492618869,0.832963533868188,"Jovian",-0.217015875769225,"K","non-habitable"
"rho CrB c",0.250788046911875,0.901398685636368,-0.612161128264792,"Neptunian",-0.0446057713316816,"G","non-habitable"
"Kepler-20 d",0.140993087829574,0.749232913354363,-0.790139857309,"Neptunian",-0.169994938195349,"G","non-habitable"
"Kepler-1086 b",-0.313112753108554,-0.0129307297069391,-0.631977367941468,"Superterran",-0.2640368133431,"K","non-habitable"
"HD 216536 b.1",0.572805852591589,1.10470092214158,0.289741774925714,"Jovian",2.61050983700648,"K","non-habitable"
"Kepler-272 b",-0.506050861146093,-0.900029324462088,0.825848138357803,"Terran",-0.179399125710124,"K","non-habitable"
"Kepler-122 d",-0.243538359865985,0.060272695871459,0.162497950695008,"Superterran",-0.0884919797339653,"F","non-habitable"
"Kepler-947 b.1",-0.212095478252786,0.178239777610492,-0.308822215434564,"Superterran",-0.198207500739674,"G","non-habitable"
"199",0.666140938164687,1.33117780891438,-1.55029697310494,"Terran",-0.231142211941821,"G","habitable"
"Kepler-370 c",-0.275667932366646,-0.00630607972652098,-0.0428540278387869,"Superterran",-0.188803313224899,"G","non-habitable"
"Kepler-1603 b.1",-0.510720053192702,-1.00710105383255,1.37884775542647,"Terran",-0.06027941718964,"F","non-habitable"
"HD 73267 b",2.25962599039058,2.28233683679916,-2.18342726306453,"Jovian",-0.144917104822616,"G","non-habitable"
"Kepler-1479 b.2",-0.327675326292279,-0.14659084396333,0.150180043016838,"Superterran",-0.163725479852166,"G","non-habitable"
"Kepler-265 d",-0.0769433996982775,0.430274642904315,-0.292702640789641,"Superterran",-0.126108729793066,"G","non-habitable"
"Kepler-441 b.1",0.618183337689486,1.28742936172352,-2.03309730467895,"Superterran",-0.298518834230609,"K","non-habitable"
"WASP-35 b.1",-0.494618586401928,-0.87418173122978,1.0363588092621,"Jovian",-0.132378188136249,"G","non-habitable"
"171",0.218331654408665,0.92090693534737,-1.61080422648401,"Terran",-0.286958306347881,"M","habitable"
"Kepler-682 b.1",-0.356523612529084,-0.219511413812153,0.103694924799888,"Jovian",-0.191938042396491,"G","non-habitable"
"Kepler-736 b",-0.492547882002565,-0.818671658689372,0.590004313901611,"Neptunian",-0.217015875769225,"K","non-habitable"
"HAT-P-22 b",-0.491017507080274,-0.867499948694775,0.844050896156622,"Jovian",-0.122974000621474,"G","non-habitable"
"KELT-16 b.1",-0.547986863501574,-1.28761286011939,1.83940853563289,"Jovian",-0.0446057713316816,"F","non-habitable"
"alf Tau b.1",1.61476682137776,1.89894053957267,0.594571137477959,"Jovian",13.6666996252104,"K","non-habitable"
"HD 2638 b",-0.501319623311043,-0.837883556579913,0.76248218944602,"Jovian",-0.176264396538533,"G","non-habitable"
"Kepler-905 b",-0.461790282051175,-0.664496375397016,0.504821428325718,"Terran",-0.201342229911266,"G","non-habitable"
"Kepler-204 c",-0.205529190617995,0.151862452959523,0.0297497164731086,"Superterran",-0.0822225213907819,"G","non-habitable"
